0,Unnamed: 0,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,year1,year2
380,380,381,50,1,50,5000,1,1,1,1,1,1,1,-5.82E-07,0,0,0.25,0.375,5,6,1924,1950,1,1,-9.91E-20,5.94E-17,1,0,0.5,0.5,0,0.6,0.6,0.25,43.6,218,0.1,0,808,1026,1,0.6,1,1,1026,665,0,1691,0,0,2,0,3,1,0.8,6,1,1,0.8,0.2,95,0.3,1,308,0.6,0.6,1,0,0,242,0,0,0,0,0,1,0,5,2010,1,1,127000,86,60
381,381,382,20,-8.31E-19,60,7200,1,1,1,1,1,1,1,-1.55E-05,0,0,0.25,0.125,7,5,2006,2006,1,1,1,1,1,0,0.75,0.5,1,0.8,0.8,0.25,0,0,0.1,0,1293,1293,1,1,1,1,1301,0,0,1301,1,0,2,0,2,1,0.8,5,1,1,0.8,0.8,13,0.6,2,572,0.6,0.6,1,216,121,0,0,0,0,0,0,1,0,8,2006,-4.67E-20,0.8,187750,0,0
382,382,383,60,1,79,9245,1,0,0.75,1,1,1,1,-5.37E-07,0,0,0.25,0.5,7,5,2006,2006,1,1,1,1,1,0,0.75,0.5,1,0.8,0.6,0.75,0,0,0.1,0,939,939,1,1,1,1,939,858,0,1797,0,0,2,1,3,1,0.8,8,1,0,0,0.8,13,0.6,2,639,0.6,0.6,1,144,53,0,0,0,0,0,0,1,0,4,2007,1,1,213500,1,1
383,383,384,45,9.11E-19,60,9000,1,0,1,1,1,0,1,0.00013699,0,0,0.25,0.25,6,3,1928,1950,1,1,3.47E-17,5.94E-17,1,0,0.5,0.5,0,0.4,0.4,0.25,0,0,0.1,0,784,784,1,0.6,0,0.75,784,0,0,784,0,0,1,0,2,1,0.6,5,1,0,0,0.2,69,0.3,2,360,0.4,0.4,0,0,0,91,0,0,0,0,0,1,0,10,2009,1,1,76000,81,59
384,384,385,60,1,70,53107,1,0,0.5,0.25,1,0,0.5,1.03E-06,1,0,0.25,0.5,6,5,1992,1992,1,1,-4.08E-17,9.41E-17,1,0,0.75,0.5,1,0.8,0.6,0.75,985,985,0.1,0,595,1580,1,1,1,1,1079,874,0,1953,1,0,2,1,3,1,0.8,9,1,2,0.4,0.8,27,1,2,501,0.6,0.6,1,216,231,0,0,0,0,0,0,1,0,6,2007,1,1,240000,15,15
385,385,386,120,1,43,3182,1,0,1,1,1,1,1,1.85E-08,0,0,1,0.125,8,5,2004,2005,1,1,1,1,-2.22E-15,16,0.75,0.5,1,0.8,0.6,0.25,24,24,0.1,0,1232,1256,1,1,1,1,1269,0,0,1269,0,0,2,0,2,1,0.8,6,1,1,0.6,0.8,15,1,2,430,0.6,0.6,1,146,20,0,0,144,0,0,0,1,0,4,2010,1,1,192000,6,5
386,386,387,50,1,58,8410,1,0,1,1,1,4.85E-17,1,-1.18E-05,1,0,0.25,0.375,5,3,1910,1996,0,1,3.47E-17,1,1,0,0.5,0.25,1,0.6,0.6,0.25,0,0,0.1,0,658,658,1,0.6,1,1,658,526,0,1184,0,0,1,0,5,1,0.6,8,1,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,1,0,5,2006,1,1,81000,96,10
387,387,388,80,1,72,7200,1,0,1,1,1,1,1,-1.18E-05,0,0,0.25,1,6,6,1976,1976,1.39E-16,1,2.57E-16,-6.51E-19,-2.22E-15,255,0.5,0.5,6.84E-13,0.6,0.6,0.75,473.25,631,0.1,0,410,1041,1,1,1,1,1125,0,0,1125,1,0,1,0,3,1,0.6,6,1,1,0.4,0.2,42,0.3,1,352,0.6,0.6,1,296,0,0,0,0,0,0,0.5,1,0,10,2009,1,0.5,125000,33,33
388,388,389,20,1,93,9382,1,0,0.75,1,1,1.89E-18,1,-5.37E-07,0,0,0.25,0.125,7,5,1999,2000,1,1,1,1,-2.22E-15,125,0.75,0.5,1,0.8,0.6,0.25,0,0,0.1,0,1468,1468,1,1,1,1,1479,0,0,1479,0,0,2,0,3,1,0.8,6,1,0,0,0.8,20,0.6,2,577,0.6,0.6,1,120,25,0,0,0,0,0,0,1,0,7,2008,1,1,191000,9,8
389,389,390,60,1,96,12474,1,0,1,1,1,1,1,7.39E-05,0,0,0.25,0.5,10,5,2007,2008,1,1,1,1,7.44E-19,272,1,0.5,1,1,0.6,0.75,1280,1280,0.1,0,402,1682,1,1,1,1,1742,590,0,2332,1,0,2,1,3,1,1,9,1,1,1,0.6,11,1,3,846,0.6,0.6,1,196,134,0,0,0,0,0,0,1,0,8,2008,-4.67E-20,0.8,426000,1,0
390,390,391,50,1,50,8405,1,0.5,1,1,1,1,1,-1.18E-05,0,0,0.25,0.375,5,8,1900,1950,1,1,2.57E-16,-6.51E-19,1,0,0.5,0.5,0,0.6,0.8,0.25,267.8,241,0.5,391,229,861,1,1,1,1,961,406,0,1367,1,0,1,0,4,1,0.6,7,1,0,0,0.2,41,0.3,1,384,0.6,0.6,1,0,130,112,0,0,0,0,0.75,1,0,4,2008,1,1,119000,108,58
391,391,392,60,1,71,12209,1,0,0.75,1,1,1.89E-18,1,4.57E-05,0,0,0.25,0.5,6,5,2001,2002,1,1,1,1,1,0,0.5,0.5,1,1,0.6,0.25,517.5,690,0.1,0,114,804,1,1,1,1,804,1157,0,1961,1,0,2,1,3,1,0.8,7,1,1,0.6,0.6,18,1,2,560,0.6,0.6,1,125,192,0,0,0,0,0,0,1,0,6,2009,1,1,215000,8,7
392,392,393,20,1,70,8339,1,0,0.75,1,1,1,1,0.999999979,0,0,0.25,0.125,5,7,1959,1959,1,1,2.57E-16,-6.51E-19,1,0,0.5,0.5,2.79E-17,0,0,0,0,0,0,0,0,0,1,0.6,1,1,882,0,0,882,0,0,1,0,3,1,0.6,5,1,0,0,0.8,60,0.6,1,294,0.6,0.6,1,0,0,0,0,0,0,0,0.75,9.15E-17,1200,7,2007,1,1,106500,48,48
393,393,394,30,1,70,7446,1,0,1,1,1,0,1,-0.000112956,1,0,0.25,0.125,4,5,1941,1950,1,1,-9.43E-19,7.12E-16,1,0,0.5,0.5,6.84E-13,0.6,0.6,0.25,79.8,266,0.1,0,522,788,1,0.6,1,0.75,788,0,0,788,0,0,1,0,2,1,0.6,4,1,2,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,1,0,4,2006,1,0.5,100000,65,56
394,394,395,50,1,60,10134,1,0,1,1,1,1,1,1.60E-05,0,0,0.25,0.375,5,6,1940,1950,1,1,2.57E-16,-6.51E-19,1,0,0.5,0.5,6.84E-13,0.6,0.6,0.25,0,0,0.1,0,735,735,1,0.8,1,0.75,735,299,0,1034,0,0,1,0,2,1,0.6,5,1,0,0,0.2,79,0.3,1,240,0.6,0.6,1,0,39,0,0,0,0,0,0,1,0,7,2007,1,1,109000,67,57
395,395,396,20,1,68,9571,1,0,1,1,1,1,1,-1.18E-05,0,0,0.25,0.125,5,6,1956,1956,1,1,3.47E-17,5.94E-17,1,0,0.5,0.5,6.84E-13,0.6,0.6,0.75,369.5,739,0.1,0,405,1144,1,0.6,1,1,1144,0,0,1144,1,0,1,0,3,1,0.6,6,1,0,0,0.8,63,0.3,1,596,0.6,0.6,1,44,0,0,0,0,0,0,0,1,0,6,2010,1,1,129000,54,54
396,396,397,20,1,60,7200,1,0,1,0.25,1,1,1,-5.37E-07,0,0,0.25,0.125,5,5,1972,1972,1.39E-16,1,2.57E-16,-6.51E-19,1,0,0.5,0.5,6.84E-13,0.6,0.6,0.75,233.1,777,0.1,0,117,894,1,0.6,1,1,894,0,0,894,0,0,1,0,2,1,0.6,6,1,0,0,0.2,34,0.6,2,600,0.6,0.6,1,215,0,0,0,0,0,0,0,1,0,9,2009,1,1,123000,37,37
397,397,398,60,1,69,7590,1,0,1,1,1,1,1,0.999999979,0.5,0,0.25,0.5,5,5,1962,1962,1,1,1,1,-2.22E-15,288,0.5,0.5,6.84E-13,0.6,0.6,0.25,405,540,0.1,0,324,864,1,0.6,1,1,876,936,0,1812,0,0,2,0,4,1,0.6,8,1,1,0.6,0.8,57,0.6,1,264,0.6,0.6,1,0,168,0,0,0,0,0,0,1,0,7,2007,1,1,169500,45,45
398,398,399,30,-3.33E-16,60,8967,1,0,1,1,1,0,1,1.17E-05,0,0,0.25,0.125,5,2,1920,1950,1,1,2.57E-16,-6.51E-19,1,0,0.5,0.25,0,0.4,0.2,0.25,0,0,0.1,0,961,961,1,0.8,1,0.5,1077,0,0,1077,0,0,1,0,2,1,0.6,6,0.375,0,0,0.2,99,0.3,1,338,0.2,0.2,0,0,0,0,0,0,0,0,0,1,0,11,2007,1,0.5,67000,87,57
399,399,400,60,-8.31E-19,65,8125,1,0,1,1,1,1,1,-1.55E-05,0,0,0.25,0.5,7,5,2006,2007,1,1,-1.65E-19,-8.62E-18,7.44E-19,100,0.75,0.5,1,0.8,0.6,0.25,812,812,0.1,0,280,1092,1,1,1,1,1112,438,0,1550,1,0,2,0,2,1,0.8,7,1,0,0,0.8,12,1,2,438,0.6,0.6,1,0,168,0,0,0,0,0,0,1,0,10,2009,1,1,241000,3,2
400,400,401,120,1,38,14963,1,0,0.5,1,1,1,1,2.02E-09,0,0,1,0.125,8,5,1996,1996,1,1,-9.91E-20,7.61E-15,1,0,0.75,0.5,1,0.8,0.6,0.25,786,786,0.1,0,474,1260,1,1,1,1,1288,0,0,1288,1,0,1,1,1,1,1,4,1,2,0.8,0.8,23,1,2,500,0.6,0.6,1,120,30,0,0,224,0,0,0,1,0,12,2008,1,1,245500,12,12
401,401,402,20,1,65,8767,1,0,0.75,1,1,1,1,-5.37E-07,0,0,0.25,0.125,7,5,2005,2005,1,1,1,1,1,0,0.75,0.5,1,0.8,0.6,0.75,24,24,0.1,0,1286,1310,1,1,1,1,1310,0,0,1310,0,0,2,0,3,1,0.8,6,1,1,0.8,0.8,14,1,2,400,0.6,0.6,1,0,0,0,0,0,0,0,0,1,0,7,2006,-4.67E-20,0.8,164990,1,1
402,402,403,30,1,60,10200,1,0,1,1,1,1,1,1.69E-05,0,0,0.25,0.125,5,8,1940,1997,1,1,3.47E-17,5.94E-17,1,0,0.5,0.5,1,0.6,0.6,0.25,0,0,0.1,0,672,672,1,1,1,1,672,0,0,672,0,0,1,0,2,1,0.6,4,1,0,0,0.2,79,0.3,1,240,0.6,0.6,0,168,0,0,0,0,0,0,1,1,0,8,2008,1,1,108000,68,11
403,403,404,60,1,93,12090,1,0,1,1,1,0,1,8.87E-06,0,0,0.25,0.5,8,5,1998,1998,1.39E-16,1,1,1,-2.22E-15,650,0.75,0.5,1,0.8,0.6,0.25,0,0,0.1,0,1141,1141,1,0.8,1,1,1165,1098,0,2263,0,0,2,1,4,1,0.8,10,1,1,0.6,0.6,21,1,2,420,0.6,0.6,1,144,123,0,0,0,0,0,0,1,0,7,2006,1,0.5,258000,8,8
404,404,405,60,1,70,10364,1,0,0.75,1,1,1,1,3.00E-05,0,0,0.25,0.5,6,5,1995,1996,1,1,2.57E-16,-6.51E-19,1,0,0.5,0.5,1,0.8,0.6,0.25,0,0,0.1,0,806,806,1,0.8,1,1,806,766,0,1572,0,0,2,1,3,1,0.6,7,1,1,0.6,0.6,24,1,2,373,0.6,0.6,1,0,40,0,0,0,0,0,0,1,0,5,2007,1,1,168000,12,11
405,405,406,20,1,70,9991,1,0,0.75,1,1,0,1,1.69E-05,1,0,0.25,0.125,4,4,1976,1993,1,1,-8.17E-18,1.95E-18,1,0,0.5,0.5,6.84E-13,0.6,0.6,0.25,558,1116,0.1,0,165,1281,1,1,1,1,1620,0,0,1620,1,0,2,0,3,1,0.6,8,0.875,1,0.6,0.8,26,0.3,2,490,0.6,0.6,1,120,78,0,0,0,0,0,0.5,1,0,6,2009,1,1,150000,33,16
406,406,407,50,1,51,10480,1,0,1,1,1,1,1,-5.82E-07,0,0,0.25,0.375,6,5,1936,1950,1,1,2.57E-16,-6.51E-19,1,0,0.5,0.5,0,0.6,0.6,0.25,0,0,0.1,0,1064,1064,1,1,1,0.75,1166,0,473,1639,0,0,1,0,3,1,0.6,6,0.375,0,0,0.2,83,0.3,1,240,0.6,0.6,1,0,0,0,0,0,0,0,0,1,0,3,2008,1,1,115000,72,58
407,407,408,70,1,63,15576,1,0,1,1,1,1,1,-1.68E-05,0,0,0.25,0.5,6,7,1915,1976,1,1,3.47E-17,1.95E-18,1,0,0.5,0.5,0,0.8,0.6,0.25,0,0,0.1,0,840,840,1,1,1,1,840,840,0,1680,0,0,2,0,4,1,0.6,8,1,0,0,0.8,59,0.3,1,308,0.6,0.6,1,0,0,160,0,0,0,0,0,1,0,3,2008,1,1,177000,93,32
408,408,409,60,1,109,14154,1,0,1,1,1,0,1,7.39E-05,0,0,0.25,0.5,7,5,2006,2006,1,1,1,1,-2.22E-15,350,0.75,0.5,1,1,0.8,0.25,0,0,0.1,0,1063,1063,1,1,1,1,1071,1101,0,2172,0,0,2,1,3,1,0.8,9,1,1,0.8,0.8,13,0.6,3,947,0.6,0.6,1,192,62,0,0,0,0,0,0,1,0,8,2007,-4.67E-20,0.8,280000,1,1
409,409,410,60,-8.31E-19,85,10800,1,0,1,1,1,1,1,-1.55E-05,0,0,0.25,0.5,8,5,2007,2008,1,1,1,1,7.44E-19,100,0.75,0.5,1,1,0.6,0.25,789,789,0.1,0,245,1034,1,1,1,1,1050,1028,0,2078,1,0,2,1,3,1,1,8,1,1,0.8,0.8,11,1,3,836,0.6,0.6,1,0,102,0,0,0,0,0,0,1,0,4,2008,-4.67E-20,0.8,339750,1,0
410,410,411,20,1,68,9571,1,0,1,1,1,1,1,-1.18E-05,0,0,0.25,0.125,5,3,1958,1958,1,1,-5.54E-18,-5.84E-12,1,0,0.5,0.25,6.84E-13,0.6,0.4,0.25,0,0,0.1,0,1276,1276,1,0.6,1,0.75,1276,0,0,1276,0,0,1,0,3,1,0.6,5,0.625,0,0,0.8,61,0.3,1,350,0.6,0.6,1,0,0,0,0,0,0,0,0,1,0,6,2009,0,0.5,60000,51,51
411,411,412,190,1,100,34650,1,0,1,0.75,1,1,1,3.00E-05,0,0,0,0.125,5,5,1955,1955,1.39E-16,1,3.47E-17,5.94E-17,1,0,0.5,0.5,6.84E-13,0.6,0.6,0.5,316.8,1056,0.1,0,0,1056,1,0.6,0,1,1056,0,0,1056,1,0,1,0,3,1,0.6,5,1,0,0,0.8,64,1,2,572,0.6,0.6,1,264,0,0,0,0,0,0,0,1,0,1,2006,1,1,145000,51,51
412,412,413,20,-8.31E-19,70,4403,1,0,0.5,1,1,1,1,-1.55E-05,0,0,0.25,0.125,7,5,2009,2009,1,1,2.57E-16,-6.51E-19,7.44E-19,432,1,0.5,1,1,0.6,0.75,578,578,0.1,0,892,1470,1,1,1,1,1478,0,0,1478,1,0,2,1,2,1,0.8,7,1,1,0.8,0.8,10,1,2,484,0.6,0.6,1,0,144,0,0,0,0,0,0,1,0,6,2010,-4.67E-20,0.8,222000,1,1
413,413,414,30,-3.33E-16,56,8960,1,0.5,1,1,1,1,1,1.60E-05,1,0,0.25,0.125,5,6,1927,1950,1,1,-9.43E-19,7.12E-16,1,0,0.5,0.5,6.84E-13,0.6,0.6,0.25,0,0,0.1,0,1008,1008,1,0.8,1,0.75,1028,0,0,1028,0,0,1,0,2,1,0.6,5,1,1,0.8,0.2,92,0.3,2,360,0.6,0.6,1,0,0,130,0,0,0,0,0,1,0,3,2010,1,1,115000,83,60
414,414,415,60,1,59,11228,1,0,0.5,1,1,1.89E-18,1,0.00013699,0,0,0.25,0.5,7,5,1993,1993,1,1,1,1,1,0,0.75,0.5,1,0.8,0.6,0.25,556,50,1,531,499,1080,1,1,1,1,1080,1017,0,2097,0,1,2,1,3,1,0.8,9,1,1,0.6,0.8,26,0.3,3,678,0.6,0.6,1,196,187,0,0,0,0,0,0,1,0,12,2008,1,1,228000,15,15
415,415,416,20,1,73,8899,1,0,0.75,1,1,1,1,3.00E-05,0,0,0.25,0.125,7,5,2007,2007,1,1,1,1,1,0,0.75,0.5,1,0.8,0.6,0.75,24,24,0.1,0,1316,1340,1,1,1,1,1340,0,0,1340,0,0,2,0,3,1,0.8,6,1,0,0,0.8,12,1,2,396,0.6,0.6,1,100,30,0,0,0,0,0,0,1,0,8,2007,-4.67E-20,0.8,181134,0,0
416,416,417,60,1,74,7844,1,0,1,1,1,1,1,1.69E-05,0,0,0.25,0.5,6,7,1978,1978,1.39E-16,1,-4.08E-17,9.41E-17,-2.22E-15,203,0.5,0.5,6.84E-13,0.6,0.6,0.25,156.75,209,0.1,0,463,672,1,0.6,1,1,672,728,0,1400,0,0,1,1,3,1,0.6,6,1,1,0.6,0.8,41,1,2,440,0.6,0.6,1,0,0,0,0,0,0,0,0,1,0,3,2006,1,1,149500,28,28
417,417,418,70,1,86,22420,1,0,0.75,1,1,1,1,-1.68E-05,1,0,0.25,0.5,6,6,1918,1950,1.39E-16,1,3.47E-17,-3.49E-15,1,0,0.5,0.5,0,0.8,0.6,0.25,564,1128,0.1,0,242,1370,-3.43E-16,0.6,0,0.75,1370,1254,0,2624,1,0,2,1,4,1,0.6,10,1,1,0.8,0.2,101,0.3,3,864,0.6,0.6,0,0,0,0,0,0,0,0,0,1,0,11,2007,1,1,239000,89,57
418,418,419,50,1,60,8160,1,0,1,1,1,1,1,-1.18E-05,0,0,0.25,0.375,5,6,1940,1950,1,1,2.57E-16,-6.51E-19,1,0,0.5,0.5,0,0.6,0.6,0.25,234,312,0.1,0,444,756,1,0.4,0,0.5,756,378,0,1134,1,0,1,1,3,1,0.6,7,1,0,0,0.2,79,0.3,1,240,0.6,0.6,0.5,0,0,0,0,0,0,0,0,1,0,4,2007,1,1,126000,67,57
419,419,420,20,1,65,8450,1,0,1,1,1,1,1,0.999999979,0,0,0.25,0.125,5,6,1968,1968,1,1,1,1,1,0,0.5,0.5,6.84E-13,0.6,0.6,0.25,387.5,775,0.1,0,281,1056,1,1,1,1,1056,0,0,1056,1,0,1,0,3,1,0.6,6,1,1,0.4,0.8,51,0.3,1,304,0.6,0.6,1,0,85,184,0,0,0,0,0,1,0,7,2010,1,1,142000,42,42
420,420,421,90,-3.33E-16,78,7060,1,0,1,1,1,1,1,4.57E-05,0,0,0,0.875,7,5,1997,1998,1,1,1,1,-2.22E-15,200,0.5,0.75,1,0.8,0.8,1,1309,1309,0.1,0,35,1344,1,1,1,1,1344,0,0,1344,2,0,2,0,2,2,0.6,8,1,0,0,0.8,22,1,4,784,0.6,0.6,1,0,0,0,0,0,0,0,0,1,0,11,2008,1,1,206300,11,10
421,421,422,20,1,70,16635,1,0,0.75,1,1,4.85E-17,1,-3.80E-05,0,0,0.25,0.125,6,7,1977,2000,1,1,-1.65E-19,-8.62E-18,7.44E-19,126,0.75,0.5,6.84E-13,0.8,0.6,0.25,934.5,1246,0.1,0,356,1602,1,0.8,1,1,1602,0,0,1602,0,1,2,0,3,1,0.8,8,1,1,0.6,0.8,42,1,2,529,0.6,0.6,1,240,0,0,0,0,0,0,0,1,0,6,2009,1,1,215000,32,9
422,422,423,20,1,100,21750,1,0,1,0.5,1,1,0.5,4.57E-05,1,0,0.25,0.125,5,5,1954,1954,1.39E-16,1,-4.08E-17,9.41E-17,1,0,0.5,0.5,6.84E-13,0.6,0.6,0.25,0,0,0.1,0,988,988,1,1,1,0.75,988,0,0,988,0,0,1,0,2,1,0.6,4,1,0,0,0.8,65,0.6,2,520,0.6,0.6,0,0,0,0,0,0,0,0,0,1,0,2,2008,1,1,113000,54,54
423,423,424,60,1,80,9200,1,0,1,1,1,1,1,8.87E-06,0,0,0.25,0.5,8,5,1998,1998,1,1,1,1,-2.22E-15,473,0.75,0.5,1,0.8,0.6,0.25,986,986,0.1,0,484,1470,1,0.8,1,1,1470,1160,0,2630,1,0,2,1,4,1,0.8,8,1,1,0.6,0.8,21,1,3,696,0.6,0.6,1,0,66,0,0,0,0,0,0,1,0,6,2008,1,1,315000,10,10
424,424,425,20,1,72,9000,1,0,1,1,1,1,1,0.999999979,0,0,0.25,0.125,6,5,1956,1956,1,1,3.47E-17,5.94E-17,-2.22E-15,74,0.5,0.5,6.84E-13,0.8,0.6,0.25,123.2,616,0.1,0,580,1196,1,0.8,1,0.75,1196,0,0,1196,1,0,1,0,2,1,0.6,6,1,1,0.8,0.8,63,0.6,1,297,0.6,0.6,1,0,44,0,0,0,0,0,0,1,0,5,2008,1,1,139000,52,52
425,425,426,60,-3.33E-16,60,3378,1,0.5,1,0.5,1,1,1,1.60E-05,0,0,0.25,0.5,7,8,1946,1992,1,1,-4.08E-17,9.41E-17,1,0,0.5,0.75,6.84E-13,0.6,0.6,0.25,0,0,0.1,0,651,651,1,0.8,1,1,707,682,0,1389,0,0,1,1,3,1,0.6,6,1,2,0.8,0.2,72,0.3,1,240,0.6,0.6,0.5,0,0,126,0,0,0,0,0,1,0,9,2009,1,1,135000,63,17
426,426,427,80,1,70,12800,1,0,1,0.25,1,1,0.5,0.00013699,0,0,0.25,1,7,5,1989,1989,1,1,3.47E-17,5.94E-17,-2.22E-15,145,0.75,0.5,1,0.8,0.6,1,1518,1518,0.1,0,0,1518,1,0.8,1,1,1644,0,0,1644,1,1,2,0,2,1,0.8,5,1,1,0.6,0.8,30,1,2,569,0.6,0.6,1,80,0,0,0,396,0,0,0,1,0,8,2009,1,1,275000,20,20
427,427,428,20,1,77,8593,1,0,0.75,1,1,1,1,0.999999979,0,0,0.25,0.125,4,6,1957,1957,1.39E-16,1,2.57E-16,-6.51E-19,1,0,0.5,0.5,6.84E-13,0.6,0.6,0.25,86.4,288,0.1,0,619,907,1,1,1,1,907,0,0,907,0,0,1,0,3,1,0.6,5,1,0,0,0.2,55,0.3,1,352,0.6,0.6,1,0,0,0,0,0,0,0,0,1,0,7,2008,1,1,109008,51,51
428,428,429,20,1,64,6762,1,0,1,1,1,1,1,-5.37E-07,0,0,0.25,0.125,7,5,2007,2007,1,1,1,1,-2.22E-15,108,0.75,0.5,1,0.8,0.6,0.25,664,664,0.1,0,544,1208,1,1,1,1,1208,0,0,1208,1,0,2,0,2,1,0.8,6,1,0,0,0.8,12,0.6,2,628,0.6,0.6,1,105,54,0,0,0,0,0,0,1,0,9,2007,-4.67E-20,0.8,195400,0,0
429,429,430,20,1,130,11457,1,0,0.75,1,1,0,1,-5.39E-06,0,0,0.25,0.125,6,5,1988,1988,1,1,-4.08E-17,9.41E-17,1,0,0.5,0.5,6.84E-13,0.8,0.6,0.5,1005,1005,0.1,0,387,1392,1,0.6,1,1,1412,0,0,1412,1,0,2,0,3,1,0.8,6,1,1,0.6,0.8,31,0.3,2,576,0.6,0.6,1,0,0,169,0,0,0,0,0,1,0,3,2009,1,1,175000,21,21
430,430,431,160,-3.33E-16,21,1680,1,0,1,1,1,1,1,-3.09E-09,0,0,0,0.5,6,5,1971,1971,1,1,-4.08E-17,9.41E-17,-2.22E-15,232,0.5,0.5,6.84E-13,0.6,0.6,0.25,290.25,387,0.1,0,96,483,1,0.6,1,1,483,504,0,987,0,0,1,1,2,1,0.6,4,1,0,0,0.2,48,0.3,1,264,0.6,0.6,1,0,0,0,0,0,0,0,0,1,0,7,2008,0,0.5,85400,37,37
431,431,432,50,-3.33E-16,60,5586,1,0,0.75,0.75,1,1,1,1.60E-05,1,0,0.25,0.375,6,7,1920,1998,1,1,2.57E-16,-6.51E-19,1,0,0.5,0.5,0,0.6,0.6,0.25,0,0,0.1,0,901,901,1,0.8,1,1,1088,110,0,1198,0,0,1,0,4,1,0.6,7,1,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0.75,1,0,9,2008,-6.60E-17,0.5,79900,88,10
432,432,433,160,-3.33E-16,24,1920,1,0,1,1,1,1,1,-3.09E-09,0,0,1,0.5,5,5,1971,1971,1,1,-4.08E-17,9.41E-17,-2.22E-15,376,0.5,0.5,6.84E-13,0.6,0.6,0.25,353.25,471,0.1,0,294,765,1,1,1,1,765,600,0,1365,1,0,1,1,2,1,0.6,6,0.875,0,0,0.2,48,0.3,2,440,0.6,0.6,1,240,36,0,0,0,0,0,0,1,0,8,2007,1,1,122500,36,36
433,433,434,60,1,100,10839,1,0,0.75,1,1,0,1,3.00E-05,0,0,0.25,0.5,6,5,1997,1998,1,1,1,1,1,0,0.5,0.5,1,0.8,0.6,0.25,0,0,0.1,0,926,926,1,1,1,1,926,678,0,1604,0,0,2,1,3,1,0.6,7,1,1,0.6,0.8,22,1,2,470,0.6,0.6,1,0,36,0,0,0,0,0,0,1,0,7,2008,1,1,181000,11,10
434,434,435,180,-3.33E-16,21,1890,1,0,1,1,1,1,1,-7.24E-09,0,0,0,0.875,4,7,1972,1972,1,1,-1.65E-19,-8.62E-18,1,0,0.5,0.75,6.84E-13,0.8,0.6,0.75,371.25,495,0.1,0,135,630,1,0.8,1,1,630,0,0,630,1,0,1,0,1,1,0.6,3,1,0,0,0,0,0,0,0,0,0,1,88,0,0,0,0,0,0,0,1,0,6,2008,1,1,81000,36,36
435,435,436,60,1,43,10667,1,0,0.5,1,1,1.89E-18,1,-5.37E-07,0.5,0,0.25,0.5,7,6,1996,1996,1,1,1,1,1,0,0.75,0.5,1,0.8,0.6,0.75,643,385,0.75,344,70,799,1,1,1,1,827,834,0,1661,1,0,2,1,3,1,0.8,6,1,1,0.6,0.8,23,0.6,2,550,0.6,0.6,1,158,61,0,0,0,0,0,0,1,0,4,2009,-1.17E-17,1,212000,13,13
436,436,437,50,-3.33E-16,40,4400,1,0,1,1,1,1,1,1.60E-05,0,0,0.25,0.375,6,8,1920,1950,1,1,-5.66E-18,-3.49E-15,1,0,0.5,0.5,0,0.4,0.6,0.25,0,0,0.1,0,648,648,1,0.6,1,0.75,734,384,0,1118,0,0,1,0,2,1,0.6,6,1,0,0,0.2,29,0.3,2,440,0.6,0.6,1,0,0,0,0,0,0,0,0,1,0,10,2006,1,1,116000,86,56
437,437,438,45,-3.33E-16,50,6000,1,0,1,1,1,1,1,-0.000112956,0,0,0.25,0.25,6,7,1926,2004,1,1,3.47E-17,5.94E-17,1,0,0.75,0.5,1,0.6,0.6,0.25,0,0,0.1,0,884,884,1,0.8,1,1,904,0,0,904,0,0,1,0,2,1,0.6,4,1,0,0,0.2,93,0.3,1,180,0.6,0.6,1,0,0,105,0,0,0,0,0,1,0,1,2009,1,1,119000,83,5
438,438,439,30,1,40,4280,1,0,1,1,1,1,1,-1.68E-05,0,0,0.25,0.125,5,6,1913,2002,1,1,-9.43E-19,-3.49E-15,1,0,0.5,0.5,1,0.6,0.6,0.25,73,365,0.1,0,75,440,1,0.6,0,1,694,0,0,694,0,0,1,0,2,1,0.8,4,1,1,0.8,0.2,29,0.3,1,352,0.8,0.6,0.5,0,0,34,0,0,0,0,0.75,1,0,3,2007,1,1,90350,94,5
